2026-07-17 03:50:52,295 - spinquant - INFO - Rotation applied
2026-07-17 03:50:52,295 - spinquant - INFO - Quantization bits W: 16,A: 16, KV: 16
2026-07-17 03:50:52,295 - spinquant - INFO - Quantization group size W: per-token, A: per-channel, KV: 128
2026-07-17 03:50:53,145 - spinquant - INFO - R1: True, R2: False, R3: False, R4: True
2026-07-17 03:50:57,939 - spinquant - INFO - LayerNorm Fusion Applied For R1 Transform
2026-07-17 03:51:12,589 - spinquant - INFO - Applying R4 Transform
2026-07-17 03:51:32,094 - spinquant - WARNING - model.layers.10.mlp.down_proj: full Hadamard is not supported for intermediate_dim=17408. Falling back to block Hadamard with block_size=1024, num_blocks=17.
2026-07-17 03:51:32,094 - spinquant - WARNING - model.layers.11.mlp.down_proj: full Hadamard is not supported for intermediate_dim=17408. Falling back to block Hadamard with block_size=1024, num_blocks=17.
2026-07-17 03:51:32,094 - spinquant - WARNING - model.layers.12.mlp.down_proj: full Hadamard is not supported for intermediate_dim=17408. Falling back to block Hadamard with block_size=1024, num_blocks=17.
2026-07-17 03:51:32,094 - spinquant - WARNING - model.layers.13.mlp.down_proj: full Hadamard is not supported for intermediate_dim=17408. Falling back to block Hadamard with block_size=1024, num_blocks=17.
2026-07-17 03:51:32,094 - spinquant - WARNING - model.layers.14.mlp.down_proj: full Hadamard is not supported for intermediate_dim=17408. Falling back to block Hadamard with block_size=1024, num_blocks=17.
2026-07-17 03:51:32,094 - spinquant - WARNING - model.layers.15.mlp.down_proj: full Hadamard is not supported for intermediate_dim=17408. Falling back to block Hadamard with block_size=1024, num_blocks=17.
2026-07-17 03:51:32,094 - spinquant - WARNING - model.layers.16.mlp.down_proj: full Hadamard is not supported for intermediate_dim=17408. Falling back to block Hadamard with block_size=1024, num_blocks=17.
2026-07-17 03:51:32,094 - spinquant - WARNING - model.layers.17.mlp.down_proj: full Hadamard is not supported for intermediate_dim=17408. Falling back to block Hadamard with block_size=1024, num_blocks=17.
2026-07-17 03:51:32,094 - spinquant - WARNING - model.layers.18.mlp.down_proj: full Hadamard is not supported for intermediate_dim=17408. Falling back to block Hadamard with block_size=1024, num_blocks=17.
2026-07-17 03:51:32,094 - spinquant - WARNING - model.layers.19.mlp.down_proj: full Hadamard is not supported for intermediate_dim=17408. Falling back to block Hadamard with block_size=1024, num_blocks=17.
2026-07-17 03:51:32,094 - spinquant - WARNING - model.layers.20.mlp.down_proj: full Hadamard is not supported for intermediate_dim=17408. Falling back to block Hadamard with block_size=1024, num_blocks=17.
2026-07-17 03:51:32,094 - spinquant - WARNING - model.layers.21.mlp.down_proj: full Hadamard is not supported for intermediate_dim=17408. Falling back to block Hadamard with block_size=1024, num_blocks=17.
2026-07-17 03:51:32,094 - spinquant - WARNING - model.layers.22.mlp.down_proj: full Hadamard is not supported for intermediate_dim=17408. Falling back to block Hadamard with block_size=1024, num_blocks=17.
2026-07-17 03:51:32,095 - spinquant - WARNING - model.layers.23.mlp.down_proj: full Hadamard is not supported for intermediate_dim=17408. Falling back to block Hadamard with block_size=1024, num_blocks=17.
2026-07-17 03:51:32,095 - spinquant - WARNING - model.layers.24.mlp.down_proj: full Hadamard is not supported for intermediate_dim=17408. Falling back to block Hadamard with block_size=1024, num_blocks=17.
2026-07-17 03:51:32,095 - spinquant - WARNING - model.layers.25.mlp.down_proj: full Hadamard is not supported for intermediate_dim=17408. Falling back to block Hadamard with block_size=1024, num_blocks=17.
2026-07-17 03:51:32,095 - spinquant - WARNING - model.layers.26.mlp.down_proj: full Hadamard is not supported for intermediate_dim=17408. Falling back to block Hadamard with block_size=1024, num_blocks=17.
2026-07-17 03:51:32,095 - spinquant - WARNING - model.layers.27.mlp.down_proj: full Hadamard is not supported for intermediate_dim=17408. Falling back to block Hadamard with block_size=1024, num_blocks=17.
2026-07-17 03:51:32,095 - spinquant - WARNING - model.layers.28.mlp.down_proj: full Hadamard is not supported for intermediate_dim=17408. Falling back to block Hadamard with block_size=1024, num_blocks=17.
2026-07-17 03:51:32,095 - spinquant - WARNING - model.layers.29.mlp.down_proj: full Hadamard is not supported for intermediate_dim=17408. Falling back to block Hadamard with block_size=1024, num_blocks=17.
2026-07-17 03:51:32,095 - spinquant - WARNING - model.layers.30.mlp.down_proj: full Hadamard is not supported for intermediate_dim=17408. Falling back to block Hadamard with block_size=1024, num_blocks=17.
2026-07-17 03:51:32,095 - spinquant - WARNING - model.layers.31.mlp.down_proj: full Hadamard is not supported for intermediate_dim=17408. Falling back to block Hadamard with block_size=1024, num_blocks=17.
2026-07-17 03:51:32,095 - spinquant - WARNING - model.layers.32.mlp.down_proj: full Hadamard is not supported for intermediate_dim=17408. Falling back to block Hadamard with block_size=1024, num_blocks=17.
2026-07-17 03:51:32,095 - spinquant - WARNING - model.layers.33.mlp.down_proj: full Hadamard is not supported for intermediate_dim=17408. Falling back to block Hadamard with block_size=1024, num_blocks=17.
2026-07-17 03:51:32,095 - spinquant - WARNING - model.layers.34.mlp.down_proj: full Hadamard is not supported for intermediate_dim=17408. Falling back to block Hadamard with block_size=1024, num_blocks=17.
2026-07-17 03:51:32,095 - spinquant - WARNING - model.layers.35.mlp.down_proj: full Hadamard is not supported for intermediate_dim=17408. Falling back to block Hadamard with block_size=1024, num_blocks=17.
2026-07-17 03:51:32,096 - spinquant - WARNING - model.layers.36.mlp.down_proj: full Hadamard is not supported for intermediate_dim=17408. Falling back to block Hadamard with block_size=1024, num_blocks=17.
2026-07-17 03:51:32,096 - spinquant - WARNING - model.layers.37.mlp.down_proj: full Hadamard is not supported for intermediate_dim=17408. Falling back to block Hadamard with block_size=1024, num_blocks=17.
2026-07-17 03:51:32,096 - spinquant - WARNING - model.layers.38.mlp.down_proj: full Hadamard is not supported for intermediate_dim=17408. Falling back to block Hadamard with block_size=1024, num_blocks=17.
2026-07-17 03:51:32,096 - spinquant - WARNING - model.layers.39.mlp.down_proj: full Hadamard is not supported for intermediate_dim=17408. Falling back to block Hadamard with block_size=1024, num_blocks=17.
2026-07-17 03:51:32,096 - spinquant - INFO - Complete tokenizer loading...
2026-07-17 03:54:47,249 - spinquant - INFO - wiki2 ppl is: 8.68159294128418
